term	file	line
GO:0009918	metacyc2go	MetaCyc:RXN-707 > GO:sterol delta7 reductase activity ; GO:0009918
GO:0047598	reactome2go	Reactome:R-HSA-196402 > GO:7-dehydrocholesterol reductase activity ; GO:0047598
GO:0047598	reactome2go	Reactome:R-HSA-6807055 > GO:7-dehydrocholesterol reductase activity ; GO:0047598
GO:0047598	rhea2go	RHEA:23984 > GO:7-dehydrocholesterol reductase activity ; GO:0047598
GO:0047598	ec2go	EC:1.3.1.21 > GO:7-dehydrocholesterol reductase activity ; GO:0047598
GO:0047598	metacyc2go	MetaCyc:RXN66-323 > GO:7-dehydrocholesterol reductase activity ; GO:0047598
GO:0047751	rhea2go	RHEA:54384 > GO:3-oxo-5alpha-steroid 4-dehydrogenase (NADP+) ; GO:0047751
GO:0047751	ec2go	EC:1.3.1.22 > GO:3-oxo-5alpha-steroid 4-dehydrogenase (NADP+) ; GO:0047751
GO:0047751	ec2go	EC:1.3.1.30 > GO:3-oxo-5alpha-steroid 4-dehydrogenase (NADP+) ; GO:0047751
GO:0047751	unirule2go	UniRule:UR001419776 > GO:3-oxo-5alpha-steroid 4-dehydrogenase (NADP+) ; GO:0047751
GO:0047751	kegg_reaction2go	KEGG_REACTION:R02610 > GO:3-oxo-5alpha-steroid 4-dehydrogenase (NADP+) ; GO:0047751
GO:0047751	metacyc2go	MetaCyc:CHOLESTENONE-5-ALPHA-REDUCTASE-RXN > GO:3-oxo-5alpha-steroid 4-dehydrogenase (NADP+) ; GO:0047751
GO:0047751	metacyc2go	MetaCyc:PROGESTERONE-5-ALPHA-REDUCTASE-RXN > GO:3-oxo-5alpha-steroid 4-dehydrogenase (NADP+) ; GO:0047751
