term	file	line
GO:0051082	hamap2go	HAMAP:MF_00117 > GO:unfolded protein binding ; GO:0051082
GO:0051082	hamap2go	HAMAP:MF_00175 > GO:unfolded protein binding ; GO:0051082
GO:0051082	hamap2go	HAMAP:MF_00307 > GO:unfolded protein binding ; GO:0051082
GO:0051082	hamap2go	HAMAP:MF_00308 > GO:unfolded protein binding ; GO:0051082
GO:0051082	hamap2go	HAMAP:MF_00505 > GO:unfolded protein binding ; GO:0051082
GO:0051082	hamap2go	HAMAP:MF_00600 > GO:unfolded protein binding ; GO:0051082
GO:0051082	hamap2go	HAMAP:MF_00790 > GO:unfolded protein binding ; GO:0051082
GO:0051082	hamap2go	HAMAP:MF_00822 > GO:unfolded protein binding ; GO:0051082
GO:0051082	hamap2go	HAMAP:MF_01152 > GO:unfolded protein binding ; GO:0051082
GO:0051082	hamap2go	HAMAP:MF_01183 > GO:unfolded protein binding ; GO:0051082
GO:0051082	reactome2go	Reactome:R-HSA-9683772 > GO:unfolded protein binding ; GO:0051082
GO:0051082	reactome2go	Reactome:R-HSA-9694337 > GO:unfolded protein binding ; GO:0051082
GO:0051082	interpro2go	InterPro:IPR000397 Heat shock protein Hsp33 > GO:unfolded protein binding ; GO:0051082
GO:0051082	interpro2go	InterPro:IPR001305 Heat shock protein DnaJ, cysteine-rich domain > GO:unfolded protein binding ; GO:0051082
GO:0051082	interpro2go	InterPro:IPR001404 Heat shock protein Hsp90 family > GO:unfolded protein binding ; GO:0051082
GO:0051082	interpro2go	InterPro:IPR001580 Calreticulin/calnexin > GO:unfolded protein binding ; GO:0051082
GO:0051082	interpro2go	InterPro:IPR002194 Chaperonin TCP-1, conserved site > GO:unfolded protein binding ; GO:0051082
GO:0051082	interpro2go	InterPro:IPR002777 Prefoldin beta-like > GO:unfolded protein binding ; GO:0051082
GO:0051082	interpro2go	InterPro:IPR003708 Bacterial protein export chaperone SecB > GO:unfolded protein binding ; GO:0051082
GO:0051082	interpro2go	InterPro:IPR003765 Nitrate reductase chaperone, NarJ > GO:unfolded protein binding ; GO:0051082
GO:0051082	interpro2go	InterPro:IPR004487 Clp protease, ATP-binding subunit ClpX > GO:unfolded protein binding ; GO:0051082
GO:0051082	interpro2go	InterPro:IPR004961 Lipase chaperone > GO:unfolded protein binding ; GO:0051082
GO:0051082	interpro2go	InterPro:IPR005632 Chaperone protein Skp > GO:unfolded protein binding ; GO:0051082
GO:0051082	interpro2go	InterPro:IPR008971 HSP40/DnaJ peptide-binding > GO:unfolded protein binding ; GO:0051082
