term	file	line
GO:0006535	metacyc2go	MetaCyc:CYSTSYN-PWY > GO:L-cysteine biosynthetic process from L-serine ; GO:0006535
GO:0006535	hamap2go	HAMAP:MF_00295 > GO:L-cysteine biosynthetic process from L-serine ; GO:0006535
GO:0006535	hamap2go	HAMAP:MF_00296 > GO:L-cysteine biosynthetic process from L-serine ; GO:0006535
GO:0006535	interpro2go	InterPro:IPR001216 Cysteine synthase/cystathionine beta-synthase, pyridoxal-phosphate attachment site > GO:L-cysteine biosynthetic process from L-serine ; GO:0006535
GO:0006535	interpro2go	InterPro:IPR005856 Cysteine synthase > GO:L-cysteine biosynthetic process from L-serine ; GO:0006535
GO:0006535	interpro2go	InterPro:IPR005858 Cysteine synthase CysM > GO:L-cysteine biosynthetic process from L-serine ; GO:0006535
GO:0006535	interpro2go	InterPro:IPR005859 Cysteine synthase CysK > GO:L-cysteine biosynthetic process from L-serine ; GO:0006535
GO:0006535	interpro2go	InterPro:IPR005881 Serine O-acetyltransferase > GO:L-cysteine biosynthetic process from L-serine ; GO:0006535
GO:0006535	interpro2go	InterPro:IPR010493 Serine acetyltransferase, N-terminal > GO:L-cysteine biosynthetic process from L-serine ; GO:0006535
GO:0006535	unirule2go	UniRule:UR000042766 > GO:L-cysteine biosynthetic process from L-serine ; GO:0006535
GO:0006535	unirule2go	UniRule:UR000083172 > GO:L-cysteine biosynthetic process from L-serine ; GO:0006535
GO:0006535	unirule2go	UniRule:UR000083175 > GO:L-cysteine biosynthetic process from L-serine ; GO:0006535
GO:0006535	unirule2go	UniRule:UR000130756 > GO:L-cysteine biosynthetic process from L-serine ; GO:0006535
GO:0009089	hamap2go	HAMAP:MF_00102 > GO:L-lysine biosynthetic process via diaminopimelate ; GO:0009089
GO:0009089	hamap2go	HAMAP:MF_00197 > GO:L-lysine biosynthetic process via diaminopimelate ; GO:0009089
GO:0009089	hamap2go	HAMAP:MF_00418 > GO:L-lysine biosynthetic process via diaminopimelate ; GO:0009089
GO:0009089	hamap2go	HAMAP:MF_00811 > GO:L-lysine biosynthetic process via diaminopimelate ; GO:0009089
GO:0009089	hamap2go	HAMAP:MF_01107 > GO:L-lysine biosynthetic process via diaminopimelate ; GO:0009089
GO:0009089	hamap2go	HAMAP:MF_01690 > GO:L-lysine biosynthetic process via diaminopimelate ; GO:0009089
GO:0009089	hamap2go	HAMAP:MF_01691 > GO:L-lysine biosynthetic process via diaminopimelate ; GO:0009089
GO:0009089	hamap2go	HAMAP:MF_01692 > GO:L-lysine biosynthetic process via diaminopimelate ; GO:0009089
GO:0009089	hamap2go	HAMAP:MF_02120 > GO:L-lysine biosynthetic process via diaminopimelate ; GO:0009089
