term	file	line
GO:0003707	interpro2go	InterPro:IPR000003 Retinoid X receptor/HNF4 > GO:nuclear steroid receptor activity ; GO:0003707
GO:0003707	interpro2go	InterPro:IPR000128 Progesterone receptor > GO:nuclear steroid receptor activity ; GO:0003707
GO:0003707	interpro2go	InterPro:IPR024178 Estrogen receptor/oestrogen-related receptor > GO:nuclear steroid receptor activity ; GO:0003707
GO:0003707	interpro2go	InterPro:IPR027289 Oestrogen-related receptor > GO:nuclear steroid receptor activity ; GO:0003707
GO:0003707	unirule2go	UniRule:UR001504781 > GO:nuclear steroid receptor activity ; GO:0003707
GO:0003707	unirule2go	UniRule:UR001597791 > GO:nuclear steroid receptor activity ; GO:0003707
GO:0003845	reactome2go	Reactome:R-HSA-194023 > GO:11-beta-hydroxysteroid dehydrogenase [NAD(P)+] activity ; GO:0003845
GO:0003845	wikipedia2go	Wikipedia:11beta-hydroxysteroid_dehydrogenase > GO:11-beta-hydroxysteroid dehydrogenase [NAD(P)+] activity ; GO:0003845
GO:0003854	metacyc2go	MetaCyc:1.1.1.145-RXN > GO:3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity ; GO:0003854
GO:0003854	rhea2go	RHEA:24076 > GO:3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity ; GO:0003854
GO:0003854	rhea2go	RHEA:43932 > GO:3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity ; GO:0003854
GO:0003854	interpro2go	InterPro:IPR002225 3-beta hydroxysteroid dehydrogenase/isomerase > GO:3-beta-hydroxy-delta5-steroid dehydrogenase activity ; GO:0003854
GO:0003854	reactome2go	Reactome:R-HSA-192097 > GO:3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity ; GO:0003854
GO:0003854	reactome2go	Reactome:R-HSA-193789 > GO:3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity ; GO:0003854
GO:0003854	reactome2go	Reactome:R-HSA-193816 > GO:3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity ; GO:0003854
GO:0003854	reactome2go	Reactome:R-HSA-196350 > GO:3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity ; GO:0003854
GO:0003854	reactome2go	Reactome:R-HSA-196372 > GO:3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity ; GO:0003854
GO:0003854	ec2go	EC:1.1.1.145 > GO:3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity ; GO:0003854
GO:0003865	metacyc2go	MetaCyc:RXN-13682 > GO:3-oxo-5-alpha-steroid 4-dehydrogenase activity ; GO:0003865
GO:0003865	rhea2go	RHEA:13805 > GO:3-oxo-5-alpha-steroid 4-dehydrogenase activity ; GO:0003865
GO:0003865	interpro2go	InterPro:IPR016636 3-oxo-5-alpha-steroid 4-dehydrogenase > GO:3-oxo-5-alpha-steroid 4-dehydrogenase activity ; GO:0003865
GO:0003865	interpro2go	InterPro:IPR039698 Polyprenol reductase > GO:3-oxo-5-alpha-steroid 4-dehydrogenase activity ; GO:0003865
GO:0003865	reactome2go	Reactome:R-HSA-469659 > GO:3-oxo-5-alpha-steroid 4-dehydrogenase activity ; GO:0003865
GO:0003865	reactome2go	Reactome:R-HSA-9705713 > GO:3-oxo-5-alpha-steroid 4-dehydrogenase activity ; GO:0003865
GO:0003865	reactome2go	Reactome:R-HSA-9705714 > GO:3-oxo-5-alpha-steroid 4-dehydrogenase activity ; GO:0003865
GO:0003865	ec2go	EC:1.3.99.5 > GO:3-oxo-5-alpha-steroid 4-dehydrogenase activity ; GO:0003865
GO:0003865	unirule2go	UniRule:UR000667783 > GO:3-oxo-5-alpha-steroid 4-dehydrogenase activity ; GO:0003865
GO:0003865	unirule2go	UniRule:UR001419776 > GO:3-oxo-5-alpha-steroid 4-dehydrogenase activity ; GO:0003865
GO:0004110	kegg_reaction2go	KEGG_REACTION:R04165 > GO:corticosteroid side-chain-isomerase activity ; GO:0004110
GO:0004110	metacyc2go	MetaCyc:CORTICOSTEROID-SIDE-CHAIN-ISOMERASE-RXN > GO:corticosteroid side-chain-isomerase activity ; GO:0004110
GO:0004110	rhea2go	RHEA:17861 > GO:corticosteroid side-chain-isomerase activity ; GO:0004110
GO:0004110	ec2go	EC:5.3.1.21 > GO:corticosteroid side-chain-isomerase activity ; GO:0004110
GO:0004507	metacyc2go	MetaCyc:STEROID-11-BETA-MONOOXYGENASE-RXN > GO:steroid 11-beta-monooxygenase activity ; GO:0004507
GO:0004507	rhea2go	RHEA:15629 > GO:steroid 11-beta-monooxygenase activity ; GO:0004507
GO:0004507	reactome2go	Reactome:R-HSA-193997 > GO:steroid 11-beta-monooxygenase activity ; GO:0004507
GO:0004507	reactome2go	Reactome:R-HSA-194017 > GO:steroid 11-beta-monooxygenase activity ; GO:0004507
GO:0004507	reactome2go	Reactome:R-HSA-5580292 > GO:steroid 11-beta-monooxygenase activity ; GO:0004507
GO:0004507	reactome2go	Reactome:R-HSA-5600598 > GO:steroid 11-beta-monooxygenase activity ; GO:0004507
GO:0004507	ec2go	EC:1.14.15.4 > GO:steroid 11-beta-monooxygenase activity ; GO:0004507
GO:0004508	metacyc2go	MetaCyc:4.1.2.30-RXN > GO:steroid 17-alpha-monooxygenase activity ; GO:0004508
GO:0004508	metacyc2go	MetaCyc:STEROID-17-ALPHA-MONOOXYGENASE-RXN > GO:steroid 17-alpha-monooxygenase activity ; GO:0004508
GO:0004508	rhea2go	RHEA:65760 > GO:steroid 17-alpha-monooxygenase activity ; GO:0004508
GO:0004508	reactome2go	Reactome:R-HSA-193068 > GO:steroid 17-alpha-monooxygenase activity ; GO:0004508
GO:0004508	reactome2go	Reactome:R-HSA-193070 > GO:steroid 17-alpha-monooxygenase activity ; GO:0004508
GO:0004508	reactome2go	Reactome:R-HSA-193072 > GO:steroid 17-alpha-monooxygenase activity ; GO:0004508
GO:0004508	reactome2go	Reactome:R-HSA-193099 > GO:steroid 17-alpha-monooxygenase activity ; GO:0004508
GO:0004508	reactome2go	Reactome:R-HSA-5601843 > GO:steroid 17-alpha-monooxygenase activity ; GO:0004508
GO:0004508	reactome2go	Reactome:R-HSA-9035954 > GO:steroid 17-alpha-monooxygenase activity ; GO:0004508
GO:0004508	reactome2go	Reactome:R-HSA-9035956 > GO:steroid 17-alpha-monooxygenase activity ; GO:0004508
GO:0004508	ec2go	EC:1.14.14.19 > GO:steroid 17-alpha-monooxygenase activity ; GO:0004508
GO:0004508	ec2go	EC:1.14.14.32 > GO:steroid 17-alpha-monooxygenase activity ; GO:0004508
