term	file	line
GO:0000079	interpro2go	InterPro:IPR012104 PHO85 cyclin 1/2/9 > GO:regulation of cyclin-dependent protein serine/threonine kinase activity ; GO:0000079
GO:0000079	interpro2go	InterPro:IPR012399 Cyclin Y > GO:regulation of cyclin-dependent protein serine/threonine kinase activity ; GO:0000079
GO:0000079	interpro2go	InterPro:IPR013922 Cyclin PHO80-like > GO:regulation of cyclin-dependent protein serine/threonine kinase activity ; GO:0000079
GO:0000079	interpro2go	InterPro:IPR014399 Cyclin CLN > GO:regulation of cyclin-dependent protein serine/threonine kinase activity ; GO:0000079
GO:0000413	interpro2go	InterPro:IPR002130 Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain > GO:protein peptidyl-prolyl isomerization ; GO:0000413
GO:0000413	interpro2go	InterPro:IPR044609 Peptidyl-prolyl cis-trans isomerase FKBP2/11 > GO:protein peptidyl-prolyl isomerization ; GO:0000413
GO:0001932	interpro2go	InterPro:IPR012198 cAMP-dependent protein kinase regulatory subunit > GO:regulation of protein phosphorylation ; GO:0001932
GO:0001933	interpro2go	InterPro:IPR030604 Kelch-like protein 31, BTB/POZ domain > GO:negative regulation of protein phosphorylation ; GO:0001933
GO:0001934	interpro2go	InterPro:IPR020415 Interleukin-34 > GO:positive regulation of protein phosphorylation ; GO:0001934
GO:0006468	interpro2go	InterPro:IPR000239 GPCR kinase > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR000719 Protein kinase domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR000961 AGC-kinase, C-terminal > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR001245 Serine-threonine/tyrosine-protein kinase, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR001426 Tyrosine-protein kinase, receptor class V, conserved site > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR001824 Tyrosine-protein kinase, receptor class III, conserved site > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR002011 Tyrosine-protein kinase, receptor class II, conserved site > GO:protein phosphorylation ; GO:0006468
