term	file	line
GO:0017189	resid2go	RESID:AA0041 > GO:N-terminal peptidyl-alanine acetylation ; GO:0017189
GO:0017189	unirule2go	UniRule:UR001134564 > GO:N-terminal peptidyl-alanine acetylation ; GO:0017189
GO:0017189	hamap2go	HAMAP:MF_02210 > GO:N-terminal peptidyl-alanine acetylation ; GO:0017189
GO:0017193	resid2go	RESID:AA0046 > GO:N-terminal peptidyl-glycine acetylation ; GO:0017193
GO:0017194	resid2go	RESID:AA0047 > GO:N-terminal peptidyl-isoleucine acetylation ; GO:0017194
GO:0017195	resid2go	RESID:AA0048 > GO:N-terminal peptidyl-lysine N2-acetylation ; GO:0017195
GO:0017197	resid2go	RESID:AA0050 > GO:N-terminal peptidyl-proline acetylation ; GO:0017197
GO:0017198	resid2go	RESID:AA0051 > GO:N-terminal peptidyl-serine acetylation ; GO:0017198
GO:0017199	resid2go	RESID:AA0052 > GO:N-terminal peptidyl-threonine acetylation ; GO:0017199
GO:0018000	resid2go	RESID:AA0053 > GO:N-terminal peptidyl-tyrosine acetylation ; GO:0018000
GO:0018001	resid2go	RESID:AA0054 > GO:N-terminal peptidyl-valine acetylation ; GO:0018001
GO:0018005	resid2go	RESID:AA0057 > GO:N-terminal peptidyl-glycine N-formylation ; GO:0018005
GO:0018014	resid2go	RESID:AA0064 > GO:N-terminal peptidyl-methionine methylation ; GO:0018014
GO:0018015	resid2go	RESID:AA0065 > GO:N-terminal peptidyl-phenylalanine methylation ; GO:0018015
GO:0018019	resid2go	RESID:AA0071 > GO:N-terminal peptidyl-glutamine methylation ; GO:0018019
GO:0018028	resid2go	RESID:AA0078 > GO:peptidyl-lysine myristoylation ; GO:0018028
GO:0018029	resid2go	RESID:AA0077 > GO:peptidyl-lysine palmitoylation ; GO:0018029
GO:0018062	resid2go	RESID:AA0130 > GO:peptidyl-tryptophan succinylation ; GO:0018062
GO:0018067	resid2go	RESID:AA0146 > GO:peptidyl-L-3',4'-dihydroxyphenylalanine biosynthetic process from peptidyl-tyrosine ; GO:0018067
GO:0018068	resid2go	RESID:AA0147 > GO:peptidyl-L-2',4',5'-topaquinone biosynthetic process from peptidyl-tyrosine ; GO:0018068
GO:0018072	resid2go	RESID:AA0170 > GO:peptidyl-L-glutamyl 5-glycerylphosphorylethanolamine biosynthetic process from peptidyl-glutamic acid ; GO:0018072
GO:0018082	resid2go	RESID:AA0182 > GO:peptidyl-(Z)-dehydrobutyrine biosynthetic process from peptidyl-threonine ; GO:0018082
GO:0018084	resid2go	RESID:AA0186 > GO:peptidyl-lactic acid biosynthetic process from peptidyl-serine ; GO:0018084
