term	file	line
GO:0004395	unirule2go	UniRule:UR000375836 > GO:hexaprenyldihydroxybenzoate methyltransferase activity ; GO:0004395
GO:0004395	rhea2go	RHEA:14121 > GO:hexaprenyldihydroxybenzoate methyltransferase activity ; GO:0004395
GO:0004395	ec2go	EC:2.1.1.114 > GO:hexaprenyldihydroxybenzoate methyltransferase activity ; GO:0004395
GO:0004395	hamap2go	HAMAP:MF_03190 > GO:hexaprenyldihydroxybenzoate methyltransferase activity ; GO:0004395
GO:0004395	metacyc2go	MetaCyc:RXN-20172 > GO:hexaprenyldihydroxybenzoate methyltransferase activity ; GO:0004395
GO:0044595	unirule2go	UniRule:UR000375836 > GO:decaprenyldihydroxybenzoate methyltransferase activity ; GO:0044595
GO:0044595	rhea2go	RHEA:44492 > GO:decaprenyldihydroxybenzoate methyltransferase activity ; GO:0044595
GO:0044595	hamap2go	HAMAP:MF_03190 > GO:decaprenyldihydroxybenzoate methyltransferase activity ; GO:0044595
GO:0044595	metacyc2go	MetaCyc:RXN-9282 > GO:decaprenyldihydroxybenzoate methyltransferase activity ; GO:0044595
GO:0044595	reactome2go	Reactome:R-HSA-2162193 > GO:decaprenyldihydroxybenzoate methyltransferase activity ; GO:0044595
