term	file	line
GO:0006487	interpro2go	InterPro:IPR006813 Glycosyl transferase, family 17 > GO:protein N-linked glycosylation ; GO:0006487
GO:0006487	interpro2go	InterPro:IPR007915 Oligosaccharyltransferase complex subunit > GO:protein N-linked glycosylation ; GO:0006487
GO:0006487	interpro2go	InterPro:IPR008814 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1 > GO:protein N-linked glycosylation ; GO:0006487
GO:0006487	interpro2go	InterPro:IPR026116 Glycosyltransferase family 18 > GO:protein N-linked glycosylation ; GO:0006487
GO:0006487	interpro2go	InterPro:IPR033895 UDP-GlcNAc-dolichyl-phosphate GlcNAc phosphotransferase > GO:protein N-linked glycosylation ; GO:0006487
GO:0006487	unirule2go	UniRule:UR000995774 > GO:protein N-linked glycosylation ; GO:0006487
GO:0006487	unirule2go	UniRule:UR001230756 > GO:protein N-linked glycosylation ; GO:0006487
GO:0006487	unirule2go	UniRule:UR001419784 > GO:protein N-linked glycosylation ; GO:0006487
GO:0006487	unirule2go	UniRule:UR001590772 > GO:protein N-linked glycosylation ; GO:0006487
GO:0006487	unirule2go	UniRule:UR001903758 > GO:protein N-linked glycosylation ; GO:0006487
GO:0006487	resid2go	RESID:AA0151 > GO:protein N-linked glycosylation ; GO:0006487
GO:0006487	resid2go	RESID:AA0156 > GO:protein N-linked glycosylation ; GO:0006487
GO:0006487	resid2go	RESID:AA0327 > GO:protein N-linked glycosylation ; GO:0006487
